connexion;geo_point_2d;geo_shape;id_gares;nom_gares;id_ref_zdc;nom_zdc;id_ref_zda;idrefliga;res_com;ligne;mode;tertrain;terrer;termetro;tertram;terval;exploitant;color;style;idf;principal;x;y;
916;48.796528180240905,2.1523786602533717;"{""coordinates"": [2.152378660253372, 48.796528180240905], ""type"": ""Point""}";679;Porchefontaine;63886;Porchefontaine;43183;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;637736.3447;6855494.9687;
484;48.84003378648352,2.33709643088009;"{""coordinates"": [2.33709643088009, 48.84003378648352], ""type"": ""Point""}";680;Port Royal;71106;Port Royal;44500;A01857;RER B;B;RER;0;0;0;0;0;RATP;#4B92DB;solid;1;0;651345.3912;6860202.4553;
832;48.894168385277624,2.3155992205467677;"{""coordinates"": [2.315599220546768, 48.894168385277624], ""type"": ""Point""}";688;Porte de Clichy;71545;Porte de Clichy;44514;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;649819.7897;6866235.2447;
917;48.658975422894706,2.415206841330065;"{""coordinates"": [2.415206841330065, 48.658975422894706], ""type"": ""Point""}";740;Ris-Orangis;60839;Ris-Orangis;47948;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;656929.2001;6840026.8224;
287;48.78023729617356,2.281430595437461;"{""coordinates"": [2.281430595437461, 48.78023729617356], ""type"": ""Point""}";742;Robinson;427230;Robinson;43186;A01857;RER B;B;RER;0;RER B;0;0;0;RATP;#4B92DB;solid;1;1;647199.3342;6853589.6746;
963;48.795654820477296,2.65038766844115;"{""coordinates"": [2.65038766844115, 48.795654820477296], ""type"": ""Point""}";964;Roissy-en-Brie;67839;Roissy-en-Brie;46568;A01843;RER E;E;RER;0;0;0;0;0;SNCF;#DE81D3;solid;1;0;674317.7147;6855120.5286;
490;48.89658112768104,2.3738190054032113;"{""coordinates"": [2.373819005403211, 48.89658112768104], ""type"": ""Point""}";1196;Rosa Parks;73798;Rosa Parks;58498;A01843;RER E;E;RER;0;0;0;0;0;SNCF;#DE81D3;solid;1;1;654090.4936;6866468.1059;
599;48.88252792360069,2.481213457683428;"{""coordinates"": [2.481213457683428, 48.88252792360069], ""type"": ""Point""}";747;Rosny-Bois-Perrier;426280;Rosny Bois Perrier;42356;A01843;RER E;E;RER;0;0;0;0;0;SNCF;#DE81D3;solid;1;0;661953.9055;6864848.361;
747;48.86991241825165,2.4857611406117885;"{""coordinates"": [2.485761140611789, 48.86991241825165], ""type"": ""Point""}";748;Rosny-sous-Bois;71935;Rosny-sous-Bois;47877;A01843;RER E;E;RER;0;0;0;0;0;SNCF;#DE81D3;solid;1;0;662278.2772;6863443.403;
580;48.8875736177044,2.1725794477184146;"{""coordinates"": [2.172579447718415, 48.8875736177044], ""type"": ""Point""}";753;Rueil-Malmaison;70902;Rueil-Malmaison;58875;A01856;RER A;A;RER;0;0;0;0;0;RATP;#F7403A;solid;1;0;639326.2579;6865602.3414;
670;48.74019544726775,2.35163319817191;"{""coordinates"": [2.35163319817191, 48.74019544726775], ""type"": ""Point""}";756;Rungis-La Fraternelle;69633;Rungis la Fraternelle;44787;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;652321.1615;6849093.1005;
110;48.55092667936702,2.1249373835377647;"{""coordinates"": [2.124937383537765, 48.55092667936702], ""type"": ""Point""}";811;Saint-Chéron;59882;Saint-Chéron;47952;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;635418.0825;6828213.3022;
887;48.79870763435358,2.0718470059294005;"{""coordinates"": [2.071847005929401, 48.79870763435358], ""type"": ""Point""}";814;Saint-Cyr;73731;Saint-Cyr;46990;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;631823.8462;6855803.8011;
643;48.93445554412717,2.3456043781962896;"{""coordinates"": [2.34560437819629, 48.93445554412717], ""type"": ""Point""}";816;Saint-Denis;72323;Saint-Denis;412743;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;1;652056.8409;6870696.4072;
257;48.65281140050726,2.312736251060262;"{""coordinates"": [2.312736251060262, 48.65281140050726], ""type"": ""Point""}";818;Sainte-Geneviève-des-Bois;60785;Sainte-Geneviève-des-Bois;43188;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;649376.3157;6839402.3497;
214;48.56507294010044,2.5426094498060037;"{""coordinates"": [2.542609449806004, 48.56507294010044], ""type"": ""Point""}";819;Saint-Fargeau;62172;Saint-Fargeau;45814;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;666251.9841;6829525.7859;
439;48.89807641019572,2.094836628297753;"{""coordinates"": [2.094836628297753, 48.89807641019572], ""type"": ""Point""}";820;Saint-Germain-en-Laye;64589;Saint-Germain-en-Laye;43198;A01856;RER A;A;RER;0;RER A;0;0;0;RATP;#F7403A;solid;1;1;633639.0981;6866832.704;
265;48.96358968393914,2.2859307182089417;"{""coordinates"": [2.285930718208942, 48.96358968393914], ""type"": ""Point""}";821;Saint-Gratien;65305;Saint-Gratien;43201;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;647714.366;6873974.0035;
271;48.42736258324724,2.1452465929031157;"{""coordinates"": [2.145246592903116, 48.42736258324724], ""type"": ""Point""}";825;Saint-Martin-d'Étampes;59531;Saint-Martin d'Étampes;47115;A01840;RER C;C;RER;0;RER C;0;0;0;SNCF;#F3D311;solid;1;1;636768.2154;6814462.2274;
378;48.806200023829,2.472720403802171;"{""coordinates"": [2.472720403802171, 48.806200023829], ""type"": ""Point""}";826;Saint-Maur-Créteil;70393;Saint-Maur-des-Fossés - Créteil;44801;A01856;RER A;A;RER;0;0;0;0;0;RATP;#F7403A;solid;1;0;661274.3885;6856365.4867;
164;48.852118881696434,2.3440211520552796;"{""coordinates"": [2.34402115205528, 48.852118881696434], ""type"": ""Point""}";827;Saint-Michel;73620;Saint-Michel Notre-Dame;44877;A01857;RER B;B;RER;0;0;0;0;0;RATP;#4B92DB;solid;1;0;651864.7911;6861541.954;
574;48.85353289978531,2.34528833219743;"{""coordinates"": [2.34528833219743, 48.85353289978531], ""type"": ""Point""}";828;Saint-Michel;73620;Saint-Michel Notre-Dame;44877;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;651959.0773;6861698.4081;
818;48.635875860403985,2.3068331640148245;"{""coordinates"": [2.306833164014825, 48.635875860403985], ""type"": ""Point""}";829;Saint-Michel-sur-Orge;60536;Saint-Michel-sur-Orge;43202;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;648924.979;6837523.4219;
450;48.90456638896682,2.3226263683342263;"{""coordinates"": [2.322626368334226, 48.90456638896682], ""type"": ""Point""}";832;Saint-Ouen;72126;Saint-Ouen;43203;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;650344.9256;6867387.0104;
676;49.045311647416625,2.1051107034445073;"{""coordinates"": [2.105110703444507, 49.045311647416625], ""type"": ""Point""}";805;Saint-Ouen-l'Aumône;66803;Saint-Ouen-l'Aumône;47599;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;634577.8556;6883196.6275;
805;49.03398763533776,2.128263873923672;"{""coordinates"": [2.128263873923672, 49.03398763533776], ""type"": ""Point""}";960;Saint-Ouen-l'Aumône-Liesse;66659;Saint-Ouen-l'Aumône Liesse;43150;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;636256.5279;6881918.3815;
814;48.78739023735681,2.044621988534177;"{""coordinates"": [2.044621988534177, 48.78739023735681], ""type"": ""Point""}";835;Saint-Quentin-en-Yvelines;63812;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;461504;A01840;RER C;C;RER;0;RER C;0;0;0;SNCF;#F3D311;solid;1;1;629808.9428;6854569.3771;
219;48.702751041142115,2.071242846320577;"{""coordinates"": [2.071242846320577, 48.702751041142115], ""type"": ""Point""}";839;Saint-Rémy-lès-Chevreuse;62978;Saint-Rémy-lès-Chevreuse;47889;A01857;RER B;B;RER;0;RER B;0;0;0;RATP;#4B92DB;solid;1;1;631653.9858;6845136.1632;
501;48.93773606248046,2.157086496469817;"{""coordinates"": [2.157086496469817, 48.93773606248046], ""type"": ""Point""}";785;Sartrouville;64918;Sartrouville;43191;A01856;RER A;A;RER;0;0;0;0;0;SNCF;#F7403A;solid;1;0;638249.7657;6871192.1379;
468;48.595563837056154,2.5839477110612497;"{""coordinates"": [2.58394771106125, 48.595563837056154], ""type"": ""Point""}";787;Savigny-le-Temple-Nandy;62290;Savigny-le-Temple - Nandy;47665;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;669319.9086;6832898.5028;
385;48.67644665606244,2.3524814010489967;"{""coordinates"": [2.352481401048997, 48.67644665606244], ""type"": ""Point""}";788;Savigny-sur-Orge;60987;Savigny-sur-Orge;43192;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;652325.414;6842005.2007;
102;48.78135672038832,2.297647677794033;"{""coordinates"": [2.297647677794033, 48.78135672038832], ""type"": ""Point""}";790;Sceaux;74265;Sceaux;59206;A01857;RER B;B;RER;0;0;0;0;0;RATP;#4B92DB;solid;1;0;648392.0449;6853703.414;
811;48.535806508307815,2.069381524887471;"{""coordinates"": [2.069381524887471, 48.535806508307815], ""type"": ""Point""}";793;Sermaise;59842;Sermaise;47950;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;631298.2893;6826579.4598;
37;48.946893910210804,2.5247790470568603;"{""coordinates"": [2.52477904705686, 48.946893910210804], ""type"": ""Point""}";795;Sevran-Beaudottes;73491;Sevran Beaudottes;43193;A01857;RER B;B;RER;0;0;0;0;0;SNCF;#4B92DB;solid;1;0;665191.898;6871985.6773;
889;48.93628018471764,2.5347149747425233;"{""coordinates"": [2.534714974742523, 48.93628018471764], ""type"": ""Point""}";796;Sevran-Livry;73439;Sevran - Livry;43194;A01857;RER B;B;RER;0;0;0;0;0;SNCF;#4B92DB;solid;1;0;665912.7031;6870801.0786;
816;48.91756717565042,2.3503895378897672;"{""coordinates"": [2.350389537889767, 48.91756717565042], ""type"": ""Point""}";806;Stade de France-Saint-Denis;72206;Stade de France Saint-Denis;43204;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;652391.9594;6868815.5548;
405;48.771707906029434,2.5074826457143127;"{""coordinates"": [2.507482645714313, 48.771707906029434], ""type"": ""Point""}";841;Sucy-Bonneuil;72929;Sucy - Bonneuil;58792;A01856;RER A;A;RER;0;0;0;0;0;RATP;#F7403A;solid;1;0;663803.5173;6852513.9541;
958;49.09958693826033,2.525531713992053;"{""coordinates"": [2.525531713992053, 49.09958693826033], ""type"": ""Point""}";845;Survilliers-Fosses;69450;Survilliers - Fosses;47958;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;665349.0638;6888966.371;
473;48.83964551632845,2.655130086641313;"{""coordinates"": [2.655130086641313, 48.83964551632845], ""type"": ""Point""}";856;Torcy;68129;Torcy;43207;A01856;RER A;A;RER;0;0;0;0;0;RATP;#F7403A;solid;1;0;674687.4504;6860010.3257;
966;48.73948720636679,2.7588245486748937;"{""coordinates"": [2.758824548674894, 48.73948720636679], ""type"": ""Point""}";967;Tournan;67625;Tournan;43208;A01843;RER E;E;RER;0;RER E;0;0;0;SNCF;#DE81D3;solid;1;1;682264.3099;6848845.6925;
913;48.85409607732852,2.4886964657999346;"{""coordinates"": [2.488696465799935, 48.85409607732852], ""type"": ""Point""}";869;Val de Fontenay;71718;Val de Fontenay;47900;A01856;RER A;A;RER;0;0;0;0;0;RATP;#F7403A;solid;1;1;662482.2054;6861683.3348;
748;48.85426899270086,2.489167460948014;"{""coordinates"": [2.489167460948014, 48.85426899270086], ""type"": ""Point""}";868;Val de Fontenay;71718;Val de Fontenay;47900;A01843;RER E;E;RER;0;0;0;0;0;SNCF;#DE81D3;solid;1;1;662516.8894;6861702.338;
119;48.854824961790285,2.7724281482553645;"{""coordinates"": [2.772428148255365, 48.854824961790285], ""type"": ""Point""}";70;Val d'Europe;68266;Val d'Europe;43213;A01856;RER A;A;RER;0;0;0;0;0;RATP;#F7403A;solid;1;0;683301.6558;6861666.9761;
73;48.75883616277715,2.193014615252485;"{""coordinates"": [2.193014615252485, 48.75883616277715], ""type"": ""Point""}";874;Vauboyen;63454;Vauboyen;43215;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;640678.401;6851273.0425;
679;48.80021557720123,2.129043867370255;"{""coordinates"": [2.129043867370255, 48.80021557720123], ""type"": ""Point""}";885;Versailles Château;73721;Versailles Château Rive Gauche;43220;A01840;RER C;C;RER;0;RER C;0;0;0;SNCF;#F3D311;solid;1;1;636026.8334;6855923.5959;
916;48.795138178428715,2.1351562241000215;"{""coordinates"": [2.135156224100021, 48.795138178428715], ""type"": ""Point""}";887;Versailles-Chantiers;63880;Versailles Chantiers;43219;A01840;RER C;C;RER;0;RER C;0;0;0;SNCF;#F3D311;solid;1;1;636469.5949;6855354.1433;
638;48.795138178428715,2.1351562241000215;"{""coordinates"": [2.135156224100021, 48.795138178428715], ""type"": ""Point""}";887;Versailles-Chantiers;63880;Versailles Chantiers;43219;A01840;RER C;C;RER;0;RER C;0;0;0;SNCF;#F3D311;solid;1;1;636469.5949;6855354.1433;
904;48.944181065040624,2.5664480169629997;"{""coordinates"": [2.566448016963, 48.944181065040624], ""type"": ""Point""}";889;Vert-Galant;73482;Vert Galant;46222;A01857;RER B;B;RER;0;0;0;0;0;SNCF;#4B92DB;solid;1;0;668242.3008;6871666.4393;
901;48.70812051332577,2.413871150351318;"{""coordinates"": [2.413871150351318, 48.70812051332577], ""type"": ""Point""}";893;Vigneux-sur-Seine;63071;Vigneux-sur-Seine;45735;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;656871.3837;6845491.2648;
270;48.59281218940513,2.4615501808974876;"{""coordinates"": [2.461550180897488, 48.59281218940513], ""type"": ""Point""}";894;Villabé;60124;Villabé;47904;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;660292.2364;6832647.1609;
185;48.739830698501535,2.4263998204748227;"{""coordinates"": [2.426399820474823, 48.739830698501535], ""type"": ""Point""}";899;Villeneuve-le-Roi;69625;Villeneuve-le-Roi;46307;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;657818.8642;6849010.0051;
902;48.730638291953525,2.4462264454387066;"{""coordinates"": [2.446226445438707, 48.730638291953525], ""type"": ""Point""}";901;Villeneuve-Saint-Georges;69568;Villeneuve-Saint-Georges;45067;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;659269.6731;6847977.5816;
1159;48.74450070121573,2.438668340778226;"{""coordinates"": [2.438668340778226, 48.74450070121573], ""type"": ""Point""}";902;Villeneuve-Triage;69671;Villeneuve Triage;46304;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;658724.7365;6849522.7369;
551;48.95314838664854,2.6031353051184483;"{""coordinates"": [2.603135305118448, 48.95314838664854], ""type"": ""Point""}";904;Villeparisis-Mitry-le-Neuf;68916;Villeparisis - Mitry-le-Neuf;46725;A01857;RER B;B;RER;0;0;0;0;0;SNCF;#4B92DB;solid;1;0;670934.6343;6872649.5013;
795;48.962709512366416,2.5126446278196126;"{""coordinates"": [2.512644627819613, 48.962709512366416], ""type"": ""Point""}";905;Villepinte;73547;Villepinte;58793;A01857;RER B;B;RER;0;0;0;0;0;SNCF;#4B92DB;solid;1;0;664313.9648;6873749.8355;
333;48.993777145958845,2.416187488926983;"{""coordinates"": [2.416187488926983, 48.993777145958845], ""type"": ""Point""}";909;Villiers-le-Bel-Gonesse-Arnouville;66009;Villiers-le-Bel - Gonesse - Arnouville;43222;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;657276.6642;6877252.6;
446;48.82326663318944,2.5426797940158528;"{""coordinates"": [2.542679794015853, 48.82326663318944], ""type"": ""Point""}";912;Villiers-sur-Marne - Le Plessis-Trévise;73097;Villiers-sur-Marne - Le Plessis-Trévise;43223;A01843;RER E;E;RER;0;0;0;0;0;SNCF;#DE81D3;solid;1;0;666423.4263;6858231.0716;
582;48.847340363235745,2.4324346602606606;"{""coordinates"": [2.432434660260661, 48.847340363235745], ""type"": ""Point""}";913;Vincennes;71651;Vincennes;43224;A01856;RER A;A;RER;0;0;0;0;0;RATP;#F7403A;solid;1;0;658348.5648;6860960.3591;
177;48.8007184629288,2.1713898127563778;"{""coordinates"": [2.171389812756378, 48.8007184629288], ""type"": ""Point""}";916;Viroflay Rive Gauche;63923;Viroflay Rive Gauche;462388;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;639137.6827;6855946.0349;
387;48.67609243303041,2.386783798391593;"{""coordinates"": [2.386783798391593, 48.67609243303041], ""type"": ""Point""}";917;Viry-Châtillon;60981;Viry-Châtillon;43225;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;654850.6245;6841945.6583;
387;48.67609243303041,2.386783798391593;"{""coordinates"": [2.386783798391593, 48.67609243303041], ""type"": ""Point""}";917;Viry-Châtillon;60981;Viry-Châtillon;43225;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;654850.6245;6841945.6583;
369;48.80020939740985,2.40271281718153;"{""coordinates"": [2.40271281718153, 48.80020939740985], ""type"": ""Point""}";918;Vitry-sur-Seine;70313;Vitry-sur-Seine;46375;A01840;RER C;C;RER;0;0;0;0;0;SNCF;#F3D311;solid;1;0;656127.7934;6855736.0228;
85;48.5151514532052,2.5993042659192627;"{""coordinates"": [2.599304265919263, 48.5151514532052], ""type"": ""Point""}";921;Vosves;61850;Vosves;47967;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;670406.944;6823953.6014;
556;48.70661093476335,2.4842425564350696;"{""coordinates"": [2.48424255643507, 48.70661093476335], ""type"": ""Point""}";924;Yerres;63044;Yerres;43226;A01842;RER D;D;RER;0;0;0;0;0;SNCF;#3F9C35;solid;1;0;662048.2876;6845287.3038;
550;48.932196005027805,2.495513142584313;"{""coordinates"": [2.495513142584313, 48.932196005027805], ""type"": ""Point""}";956;Aulnay-sous-Bois;72646;Aulnay-sous-Bois;43071;A02175;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;#AE9A00;solid;1;1;663037.8693;6870364.5512;6876881.3322
852;48.99139140194027,2.6650598693073007;"{""coordinates"": [2.665059869307301, 48.99139140194027], ""type"": ""Point""}";198;Compans;69136;Compans;46731;A02175;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;#AE9A01;solid;1;0;675487.8426;6876881.3322;6903486.8914
1064;49.23101805923178,2.887366704975861;"{""coordinates"": [2.887366704975861, 49.23101805923178], ""type"": ""Point""}";1063;Crépy-en-Valois;411397;Crépy-en-Valois;411396;A02175;TRAIN K;K;TRAIN;TRAIN K;0;0;0;0;SNCF;#AE9A02;dotted;0;0;691795.0734;6903486.8914;6881418.3975
1066;49.032279109980884,2.699222253625638;"{""coordinates"": [2.699222253625638, 49.032279109980884], ""type"": ""Point""}";230;Dammartin-Juilly-Saint-Mard;69254;Dammartin - Juilly - Saint-Mard;46736;A02175;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;#AE9A03;solid;1;1;678005.2801;6881418.3975;6864737.2079
956;48.88092200573709,2.3563285436701618;"{""coordinates"": [2.356328543670162, 48.88092200573709], ""type"": ""Point""}";308;Gare du Nord;71410;Gare du Nord;462394;A02175;TRAIN K;K;TRAIN;TRAIN K;0;0;0;0;SNCF;#AE9A04;solid;1;1;652793.9852;6864737.2079;6888506.9086
1065;49.096120808888976,2.7446862074424234;"{""coordinates"": [2.744686207442423, 49.096120808888976], ""type"": ""Point""}";1066;Le Plessis-Belleville;411406;Le Plessis-Belleville;411405;A02175;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;#AE9A05;dotted;0;0;681352.8292;6888506.9086;6875161.2649
198;48.97585875308649,2.6424063023101887;"{""coordinates"": [2.642406302310189, 48.97585875308649], ""type"": ""Point""}";550;Mitry-Claye;69065;Mitry - Claye;43164;A02175;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;#AE9A06;solid;1;1;673822.1592;6875161.2649;6893697.4278
1064;49.14288419739151,2.7944545501073197;"{""coordinates"": [2.79445455010732, 49.14288419739151], ""type"": ""Point""}";1065;Nanteuil-le-Haudouin;411391;Nanteuil-le-Haudouin;411390;A02175;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;#AE9A07;dotted;0;0;685001.2538;6893697.4278;6900140.4555
1063;49.20087707816823,2.838108478036551;"{""coordinates"": [2.838108478036551, 49.20087707816823], ""type"": ""Point""}";1064;Ormoy-Villers;411388;Ormoy-Villers;411387;A02175;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;#AE9A08;dotted;0;0;688199.9209;6900140.4555;6878736.4249
230;49.00811401680905,2.680252455973216;"{""coordinates"": [2.680252455973216, 49.00811401680905], ""type"": ""Point""}";852;Thieux-Nantouillet;69196;Thieux - Nantouillet;47960;A02175;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;#AE9A09;solid;1;0;676607.2167;6878736.4249;
932;48.89218707551516,2.2370180563950135;"{""coordinates"": [2.237018056395013, 48.89218707551516], ""type"": ""Point""}";933;La Défense;71517;La Défense (Grande Arche);470549;A01855;TRAIN U;U;TRAIN;TRAIN U;0;0;0;0;SNCF;#C90062;solid;1;1;644056.2663;6866067.7406;
925;48.75518504105718,1.9430499444004297;"{""coordinates"": [1.94304994440043, 48.75518504105718], ""type"": ""Point""}";635;La Verrière;63426;La Verrière;43147;A01855;TRAIN U;U;TRAIN;TRAIN U;0;0;0;0;SNCF;#C90071;solid;1;1;622299.0;6851084.0;
931;48.8833838128909,2.2336919201504086;"{""coordinates"": [2.233691920150409, 48.8833838128909], ""type"": ""Point""}";932;Puteaux;71422;Puteaux;43184;A01855;TRAIN U;U;TRAIN;0;0;0;0;0;SNCF;#C90063;solid;1;0;643802.8935;6865091.2418;
175;48.82723877447488,2.200721257947834;"{""coordinates"": [2.200721257947834, 48.82723877447488], ""type"": ""Point""}";1198;Sèvres-Ville-d'Avray;70686;Sèvres - Ville-d'Avray;47767;A01855;TRAIN U;U;TRAIN;0;0;0;0;0;SNCF;#C90068;solid;1;0;641321.8824;6858872.4901;
1198;48.84610294770648,2.2176210808904337;"{""coordinates"": [2.217621080890434, 48.84610294770648], ""type"": ""Point""}";929;Saint-Cloud;73749;Saint-Cloud;43196;A01855;TRAIN U;U;TRAIN;0;0;0;0;0;SNCF;#C90067;solid;1;1;642583.305;6860957.5259;
926;48.79870763435358,2.0718470059294005;"{""coordinates"": [2.071847005929401, 48.79870763435358], ""type"": ""Point""}";927;Saint-Cyr;73731;Saint-Cyr;46990;A01855;TRAIN U;U;TRAIN;0;0;0;0;0;SNCF;#C90064;solid;1;0;631823.8462;6855803.8011;
925;48.78739023735681,2.044621988534177;"{""coordinates"": [2.044621988534177, 48.78739023735681], ""type"": ""Point""}";926;Saint-Quentin-en-Yvelines;63812;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;461504;A01855;TRAIN U;U;TRAIN;0;0;0;0;0;SNCF;#C90069;solid;1;1;629808.9428;6854569.3771;
929;48.871714190222136,2.2210295504311297;"{""coordinates"": [2.22102955043113, 48.871714190222136], ""type"": ""Point""}";931;Suresnes-Mont-Valérien;70829;Suresnes Mont Valérien;43205;A01855;TRAIN U;U;TRAIN;0;0;0;0;0;SNCF;#C90070;solid;1;0;642861.5291;6863802.7627;
635;48.77480280884466,2.0065668690576657;"{""coordinates"": [2.006566869057666, 48.77480280884466], ""type"": ""Point""}";925;Trappes;463850;Trappes;43209;A01855;TRAIN U;U;TRAIN;0;0;0;0;0;SNCF;#C90066;solid;1;0;626995.5928;6853204.424;
927;48.795138178428715,2.1351562241000215;"{""coordinates"": [2.135156224100021, 48.795138178428715], ""type"": ""Point""}";928;Versailles-Chantiers;63880;Versailles Chantiers;43219;A01855;TRAIN U;U;TRAIN;0;0;0;0;0;SNCF;#C90065;solid;1;1;636469.5949;6855354.1433;
928;48.81257171624298,2.188259860000293;"{""coordinates"": [2.188259860000293, 48.81257171624298], ""type"": ""Point""}";175;Chaville Rive Droite;69503;Chaville Rive Droite;43241;A02176;TRAIN L;L;TRAIN;0;0;0;0;0;SNCF;#C90066;solid;1;0;640390.3104;6857251.0585;
